Fx_L,Fy_L,Fz_L,Fx_R,Fy_R,Fz_R,load_mag,cond,rmse,max,ss,rmse_L,rmse_R,base_rmse,base_tilt_max,fell
4.3857255,-4.9280686,-26.110453,-1.2883649,-1.1504018,-1.8682483,29.47529,FAME,0.08934678640931848,0.1190449772866031,0.08507766900152139,0.09814623918425128,0.08054733363438567,0.01881476804704743,3.5640374963428147,0
-2.3237848,-17.148277,-23.04617,2.6918359,1.1237941,-4.232976,33.960663,no-FAME,0.07031636281803709,0.11190737367365793,0.06938817362433101,0.0801464631820058,0.06048626245406837,0.0434803812115374,3.8724669761756854,0
-2.3237848,-17.148277,-23.04617,2.6918359,1.1237941,-4.232976,33.960663,FAME,0.10157332313536549,0.12761965754278357,0.09614405745688195,0.11327453077214726,0.08987211549858373,0.03163081923108068,3.728030957496051,0
-5.8047557,1.6780133,-17.078693,-7.8176723,-8.781881,-9.050478,32.953495,no-FAME,0.07023446237875218,0.12155920255103807,0.06723851055314581,0.09646011207556308,0.044008812681941276,0.03530109768187867,5.602409276054765,0
-5.8047557,1.6780133,-17.078693,-7.8176723,-8.781881,-9.050478,32.953495,FAME,0.08289921702885433,0.129552212867296,0.07940948185366067,0.08810493039456964,0.07769350366313901,0.018480301991829682,3.808383083318939,0
-5.024129,-0.11347637,-14.614939,-9.248329,4.821955,-2.5303202,26.187256,no-FAME,0.07629827182756369,0.12297041270696502,0.07710167309344505,0.10307331398958412,0.04952322966554325,0.02610699249031521,5.868203584557252,0
-5.024129,-0.11347637,-14.614939,-9.248329,4.821955,-2.5303202,26.187256,FAME,0.07891135539098348,0.1207015496572297,0.07921526268486699,0.07625775649616001,0.08156495428580694,0.01848543891573751,4.322392064429981,0
6.117709,-2.1581354,-24.124535,7.56063,8.5071335,-22.213514,49.940994,no-FAME,0.0757690900589397,0.11129516137068425,0.07622607916987233,0.055837905811485206,0.09570027430639419,0.02889087808556076,3.795241259471764,0
6.117709,-2.1581354,-24.124535,7.56063,8.5071335,-22.213514,49.940994,FAME,0.09084506087581251,0.14230187516496123,0.08897648040201048,0.10648856973506786,0.07520155201655718,0.020187962569664493,3.9751615959062496,0
-18.998102,4.0642495,-2.3573742,-9.074556,8.693197,-6.3442125,33.647694,no-FAME,1.2548076429403547,1.683634943291627,1.5845517363844017,1.2577485704958022,1.251866715384907,0.7126932534591195,176.9685199889449,1
-18.998102,4.0642495,-2.3573742,-9.074556,8.693197,-6.3442125,33.647694,FAME,0.1204719834946367,0.1555391480611136,0.12148116376117242,0.11095073091578771,0.1299932360734857,0.039705794264559474,4.943759026971372,0
-2.0725431,-0.9234583,-7.1031413,3.8768225,16.125132,-1.3866913,24.099222,no-FAME,0.07934885528857988,0.1184281102248167,0.08038041775853721,0.07909875402834632,0.07959895654881342,0.00678344211896368,4.020785088488641,0
-2.0725431,-0.9234583,-7.1031413,3.8768225,16.125132,-1.3866913,24.099222,FAME,0.07614542490817582,0.11398696036167597,0.07898242934144746,0.0783735837076044,0.07391726610874723,0.04248911414978689,4.5565749432565195,0
-0.93654484,1.6289407,-27.965528,6.0307555,-5.4209476,-8.3277025,39.65215,no-FAME,0.0684927125928165,0.1142908741840155,0.0688157390964412,0.0658578177549011,0.07112760743073189,0.02492168879030386,3.865950548801692,0
-0.93654484,1.6289407,-27.965528,6.0307555,-5.4209476,-8.3277025,39.65215,FAME,0.09301035323878365,0.1259146910591041,0.09019600741498661,0.10456292997944262,0.08145777649812468,0.018475409584141962,3.3995745772703096,0
10.029865,5.5861487,-6.49606,1.7507055,-4.706772,-22.083216,35.837994,no-FAME,0.06494840325355655,0.10189387721973632,0.06423892742254449,0.049975057028031636,0.07992174947908146,0.02528874509368931,3.561495779660406,0
10.029865,5.5861487,-6.49606,1.7507055,-4.706772,-22.083216,35.837994,FAME,0.07802243969241401,0.12268426320576527,0.07362356119250832,0.0939532873939618,0.06209159199086623,0.01830654813837229,3.5331951047073136,0
1.1174839,21.487062,-8.695267,-17.345762,0.50428694,-11.226953,43.874878,no-FAME,0.09303410236438633,0.13519279017010186,0.09494027666565542,0.11844935591411068,0.067618848814662,0.03665642496125303,5.7353125040667345,0
1.1174839,21.487062,-8.695267,-17.345762,0.50428694,-11.226953,43.874878,FAME,0.09003298007275562,0.12432692862027561,0.08997993623330243,0.08444095458365874,0.09562500556185248,0.024130748026149666,3.9998133472218145,0
5.7465286,-1.426283,-13.812606,-13.146097,9.242329,-12.845809,35.60131,no-FAME,0.06656005624417424,0.11113272205843526,0.06542851369759849,0.080187352001196,0.052932760487152494,0.013343922615129598,4.016235853625713,0
5.7465286,-1.426283,-13.812606,-13.146097,9.242329,-12.845809,35.60131,FAME,0.08184586691354473,0.11932650047609185,0.08091143923364556,0.08362952724824341,0.08006220657884607,0.009604890993470802,3.7839392643656025,0
2.5671113,-4.8279495,-0.5986699,3.16578,-21.08818,-9.004922,28.648521,no-FAME,0.06911994418575373,0.10247293967813911,0.06678547610680807,0.06974033551765926,0.0684995528538482,0.0522433874175779,3.4786221294109936,0
2.5671113,-4.8279495,-0.5986699,3.16578,-21.08818,-9.004922,28.648521,FAME,0.09550582856327383,0.14221730594032125,0.08639962232788914,0.11061483814409627,0.08039681898245139,0.048730984322707546,3.9232275298544814,0
-1.4799062,-7.5460415,-4.4365034,-2.9869697,-10.373282,-5.145016,20.835989,no-FAME,0.06735350025332673,0.1087826537874663,0.06303624293913328,0.08339209096111667,0.051314909545536795,0.04504938643590158,3.959679116709865,0
-1.4799062,-7.5460415,-4.4365034,-2.9869697,-10.373282,-5.145016,20.835989,FAME,0.08259250585534983,0.12264136988187095,0.07477838079667795,0.09537040207813693,0.06981460963256271,0.02208439783151861,3.511491661796098,0
